asset_id,path,kind,source_url,creator_or_vendor,license,redistribution_status,sha256,theme,implementation_purpose,notes
pm-icon-501,assets/icons/pm-icon-501.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,3e8bf79e34c67d58b05ea581dda992a2d5730a61cec14d3d5b65c466a57ff1f8,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-manuscript-research-left-focus
pm-icon-502,assets/icons/pm-icon-502.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,5d2c5a7b5c047cdd2fa9db117481de4763e86c0af150f2fd366ea269ec95cf01,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-long-comments
pm-icon-503,assets/icons/pm-icon-503.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,47b3f70f5dbabc2905e96d9d30224fb2adb37577ea8ff8d74267e482e3288361,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-single-default
pm-icon-504,assets/icons/pm-icon-504.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,842a3d85ad368c09acd6adea57084f13e7218ba0cc88d62ecb3494b519b49d8b,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-semantic-content-and-breaks
pm-icon-505,assets/icons/pm-icon-505.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,c08cab77118ad0e043a62d7040b3800edb78ff802ace12b08ba5a28c9192e9f7,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / lost-comment-anchor
pm-icon-506,assets/icons/pm-icon-506.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,70eec253e4f60187c515b9b818611eccec385f05d90bbb961595bccc4b5bc1d6,both,icon glyph asset (token-colored in app),canonical source: PM / Prototype Terminal / create-and-write / editor-ready
pm-icon-507,assets/icons/pm-icon-507.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,3b0e8598002817b8f1d398e4ff8998eb25e803caf0270733bf6d6a45d7ea49a5,both,icon glyph asset (token-colored in app),canonical source: PM / Prototype Terminal / save-failure-retry / editor-saved
pm-icon-508,assets/icons/pm-icon-508.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,3d1483317cc73828714ec3f85a1719584e3da53a61a4f3fbef92faea7b7ae3c9,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-semantic-content-and-breaks
pm-icon-509,assets/icons/pm-icon-509.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,0374a274467f022b565c8fc42bb67f4d7649b3763cd73b4a12d5a93206209087,both,icon glyph asset (token-colored in app),canonical source: PM / Prototype Terminal / cards-and-organize / editor-return
pm-icon-510,assets/icons/pm-icon-510.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,7842175c83b91162e500af5cd3f2350c07e026c725315dbd054dd771c2ffd73d,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-both-sidebars-collapsed
pm-icon-511,assets/icons/pm-icon-511.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,2748c02000ab0d6ac6ea3f5fc9720f2c6f4dcc02c9b55d1eabfdbfd971c72a96,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-local-find
pm-icon-512,assets/icons/pm-icon-512.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,a32532a139a399aec7bde78ef0401691edecb54a82a548f9e198106dc4906443,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-manuscript-research-right-focus
pm-icon-513,assets/icons/pm-icon-513.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,5d8cb8a231dde221448c3f2c447aa50e7af3710f2c76623cec91147758b29434,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / comments-replies-collapsed
pm-icon-514,assets/icons/pm-icon-514.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,4c00b72693220d8d36fbc6037b15eedc9a80a286fc370a590383592b3111d6c9,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-explorer-collapsed
pm-icon-515,assets/icons/pm-icon-515.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,f918ef4c8e487aaebae09d3f05cea2c2dfd8f02a3dca6b35af8fe12484583e7f,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Editor
pm-icon-516,assets/icons/pm-icon-516.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,c82a08d09cdc740768b68807567d6fa6cf83f9a67fcb3178fc60a2c594d82ece,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-local-replace
pm-icon-517,assets/icons/pm-icon-517.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,33e222d23039984a1302881c7b4815fe2af126807762ea3811fea31475609659,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-two-manuscript
pm-icon-518,assets/icons/pm-icon-518.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,a9bf60536e70cc421eb7a9569e0b5fdd5c9746bb290f96b9ee6a19d929afdc65,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / comments-replies-expanded-composer
pm-icon-519,assets/icons/pm-icon-519.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,6fefe67edefe50ba7853fbe8b81d97168bb9776ee2f851a53b38338d9237a091,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / inspector-many-metadata-fields
pm-icon-520,assets/icons/pm-icon-520.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,159082ddbd6732b663e956fa1ce4ea6003a03b6502a63c2c7cf0e2e51cff2e68,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-same-document-two-views
pm-icon-521,assets/icons/pm-icon-521.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,64eaa4418210629f3cab23dc18ca7aa547b49dd2f20d0c5258d34470e56fbb7c,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-context-menu-add-comment
pm-icon-522,assets/icons/pm-icon-522.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,66a1b53ebfe4386eee891bd5a4746a56ee94080be9bf2db6c0ecf17e3c89a438,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-inspector-collapsed
pm-icon-523,assets/icons/pm-icon-523.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,80e23ea717718536aca50a3b717d37d6306d26de0e8965878b852bec034b945e,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-long-comments
pm-icon-524,assets/icons/pm-icon-524.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,33e9a7ec6704e11040c1b2dec455ea431a296f83c968acea7b16fce748644fd6,both,icon glyph asset (token-colored in app),canonical source: PM / Prototype Terminal / create-and-write / editor-ready
pm-icon-525,assets/icons/pm-icon-525.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,54915ed8fa86c30fda720ecdc542b153cba2be284fb184205929f261d197a904,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-manuscript-research-left-focus
pm-icon-526,assets/icons/pm-icon-526.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,a0d3bdf41d13f4ed1bbfe435a271bf4cdca71bd6c5a336747953f9830ab7b229,both,icon glyph asset (token-colored in app),canonical source: PM / Prototype Terminal / save-failure-retry / editor-saved
pm-icon-527,assets/icons/pm-icon-527.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,754b0b733012e4e9a67543ca5e9fa618abc468fc6a21bcc420ce070f566ca329,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-semantic-content-and-breaks
pm-icon-528,assets/icons/pm-icon-528.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,0f8f49cafa65032509daf6b76339097f620dafe6bdab131903186957bb2030c6,both,icon glyph asset (token-colored in app),canonical source: PM / Prototype Terminal / cards-and-organize / editor-return
pm-icon-529,assets/icons/pm-icon-529.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,bc1c5e45534c5ee581b12ee323fcf1ccde9ef81271a937f52d3cd6443e618788,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-single-default
pm-icon-530,assets/icons/pm-icon-530.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,0e47719e6ca10546acc4c09e32d29f719d7431ed3cc81cb1f5ba41c64bc7f722,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / explorer-context-menu-actions
pm-icon-531,assets/icons/pm-icon-531.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,9bc92390034e54c62f5f5a9df39bb1fabd72648637097ce061c2288650099d87,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / unsupported-pasted-image
pm-icon-532,assets/icons/pm-icon-532.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,f034f15bc3fbac3a9c4dc9f8df2c68d9ea1435e2cfd130aa627f0257f92fdc97,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-spellcheck-suggestions
pm-icon-533,assets/icons/pm-icon-533.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,030455639d9ff2857f5bdaf9a9eba747d311808d728be241d57dc7619630bba7,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-local-find
pm-icon-534,assets/icons/pm-icon-534.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,a93b7618ebce711265c234f53b7f50145a050443bdeac3995bb2c0aeb46b8ba6,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Editor
pm-icon-535,assets/icons/pm-icon-535.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,fbddb77ce873a4c2462bbfa5d4785f1e43875dacef4d6a2816e3f317035c7fd7,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-local-replace
pm-icon-536,assets/icons/pm-icon-536.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,2d991d10e690f9b68f1ce07607b67a599c9e95f84db9b96182f76a33d5a10685,both,icon glyph asset (token-colored in app),canonical source: PM / Components / General Controls
pm-icon-537,assets/icons/pm-icon-537.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,acbefd566f5f03cd7bdbd0c905a864d09d9279604247ed18f6578a9892595f8e,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-long-comments
pm-icon-538,assets/icons/pm-icon-538.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,65c76b7c395798fee06792a69c62b1182578d086724ba7c30f3ce560c8e4ecbc,both,icon glyph asset (token-colored in app),canonical source: PM / Prototype Terminal / create-and-write / editor-ready
pm-icon-539,assets/icons/pm-icon-539.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,e0a60213cfbc98f4e7884db2fb8a7825552278e2631f244d7dafb1c5e6d509d5,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-manuscript-research-left-focus
pm-icon-540,assets/icons/pm-icon-540.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,5bcd3db02600b29fad4513a650db8aa018457fc327e9a25a3977853767b09868,both,icon glyph asset (token-colored in app),canonical source: PM / Prototype Terminal / save-failure-retry / editor-saved
pm-icon-541,assets/icons/pm-icon-541.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,2e22c3ce011e78eaea8e6c4c6c526c2d061add5c25ca566a1e18365d72383f4b,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-semantic-content-and-breaks
pm-icon-542,assets/icons/pm-icon-542.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,ee19c8964924c51c263046a2185a8c19134c60f67483d01526c11f060a9b55e1,both,icon glyph asset (token-colored in app),canonical source: PM / Prototype Terminal / cards-and-organize / editor-return
pm-icon-543,assets/icons/pm-icon-543.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,881c7bf4e7fca16aef1c7c94ff905a623effbfde6faba7bfd525b63682ff48e8,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-single-default
pm-icon-544,assets/icons/pm-icon-544.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,40df2e7ccfdc70094c99932b2315a3db42d319ab5f08cacdd92711f653bb9cb8,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Shell & Explorer
pm-icon-545,assets/icons/pm-icon-545.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,352eba0c5f0baddfddd2b4ce560390cdcb27ad4cd3f0e2e5237d9e1023c4a076,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-local-find
pm-icon-546,assets/icons/pm-icon-546.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,5c17116349b1076b0d1c9c0c6939f0251bcabfa8314ed36252167c82290612de,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / inspector-group-no-comments
pm-icon-547,assets/icons/pm-icon-547.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,d03567727d568361616bb620ec0caaec33ec76ca492ab218981d7c291697b9d5,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-manuscript-research-right-focus
pm-icon-548,assets/icons/pm-icon-548.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,ed222e0942ffae9756755bc85678b43fee9584e9bfedcc43108c57a8b9d03885,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-research-selected
pm-icon-549,assets/icons/pm-icon-549.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,5a7e2838811d7f52bb61f0177d7a50909c53a39b251f130eb053dd83d69f1d9f,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / inspector-no-metadata-fields
pm-icon-550,assets/icons/pm-icon-550.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,cf3444938c719ebf7c99cfe15f8e86eb00d918f25a9fb81e21966e88587e8b8d,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-local-replace
pm-icon-551,assets/icons/pm-icon-551.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,cce18a3975ed421c59c3c821e4861176d7e51b7ae7e5bfa28d75072856f64399,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-two-manuscript
pm-icon-552,assets/icons/pm-icon-552.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,15614e363a46d9a9edf356dd1b73e0e3ed5ac6d7d32162fb29727b33ee98e648,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-explorer-collapsed
pm-icon-553,assets/icons/pm-icon-553.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,a6d05c5fdf77a85e37a39a8cd42393543e5cc329f866e226ade62cec40e1de59,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-drag-multiselect
pm-icon-554,assets/icons/pm-icon-554.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,224c74c505faa7edbed0bf93f8869dd2b15f7df251ad97944e7216d9e8b6a980,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / inspector-many-metadata-fields
pm-icon-555,assets/icons/pm-icon-555.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,b0ac47b9d68147da3dd920e52a2661debd4f5b6f4de26ee614a301f9afc04720,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-same-document-two-views
pm-icon-556,assets/icons/pm-icon-556.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,6385901b5cff7258822f7999a9c268ec26146f3452f7e0ebfa81d76c2a45d91f,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-context-menu-add-comment
pm-icon-557,assets/icons/pm-icon-557.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,921c1a243214e2fefcbde3b8490d0da28f5c55ee10ddfc27af1b16838c6e0f48,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-collapsed-groups
pm-icon-558,assets/icons/pm-icon-558.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,9b49cbd2d95d20346c5d717fbec7a205976352a069938775caf9992987d19c0a,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / explorer-context-menu-actions
pm-icon-559,assets/icons/pm-icon-559.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,cb64b79583f5bce6cf083c8b4485bbc986b7fef824f418ece2791a0611c59b19,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / unsupported-pasted-image
pm-icon-560,assets/icons/pm-icon-560.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,5f05da076df717fe14482acefdc9e872ca6772ed27f7af37727f5443e2a61c2b,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-spellcheck-suggestions
pm-icon-561,assets/icons/pm-icon-561.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,c24111d6e7d0793eecdf00697ad4d197ce525502c042707494831088f2facb66,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / global-replace-preview-exclusions
pm-icon-562,assets/icons/pm-icon-562.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,7c73312bc9c96f0940c2407c877b06c50ec1555ec59aa4c313e95afe136c549b,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / search-streaming-results
pm-icon-563,assets/icons/pm-icon-563.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,770adf8fdfbbc5903023592fd3507487803d656dcfcdb0f7b142908ce689e398,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / search-stale-deleted-results
pm-icon-564,assets/icons/pm-icon-564.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,40b7b6bcd112093f5344edcbea90e506299a5c12b194425e8a2fb54458e073a1,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / search-no-results
pm-icon-565,assets/icons/pm-icon-565.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,fe39b04a37894a871632d90e1e67f90327cfaeab160953a516d5c5c82869e85d,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / search-result-navigation
pm-icon-566,assets/icons/pm-icon-566.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,7e11b41a3158d7cf652719de3409a9b37acf53ce84d0e06c8ee74628823fd117,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / search-query-entry
pm-icon-567,assets/icons/pm-icon-567.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,c213f7e221218a43c412b28032a3aa921e7411aa08bfe8950e20ce7f6e3382ee,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Search History Project
pm-icon-568,assets/icons/pm-icon-568.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,4f3acfabd01ba5b0046491dfd94bb643c90f1494fd840477c17664d5810c34f7,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / history-named-snapshot
pm-icon-569,assets/icons/pm-icon-569.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,c6142303ae1f104d44173e043979408c3018929fb4ac7b6fe6c0816f23411e90,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-both-sidebars-collapsed
pm-icon-570,assets/icons/pm-icon-570.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,76dd08a0e687ccfe18e5e702820d39b98b71c88980f2e4a880e27c9091101921,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-manuscript-research-right-focus
pm-icon-571,assets/icons/pm-icon-571.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,91f620504eabde10e520ea200c9be3d0264707bcc5f4f4796a7f0b53b239233c,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / recently-deleted
pm-icon-572,assets/icons/pm-icon-572.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,5058b77bb80d5be295ae066833228d2bbe47b95ce867bf9d4b726b28135a1ccb,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-local-find
pm-icon-573,assets/icons/pm-icon-573.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,229dcfa2168d48978b41aaaaea18e721b1e9235012d283db384874672cdded40,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / export-success
pm-icon-574,assets/icons/pm-icon-574.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,2135eb959db3c76e1ed000c8e3ebf91bf8ac9691013dea459c2370985fb09dd5,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-local-find
pm-icon-575,assets/icons/pm-icon-575.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,9e88ea2024ce0ab207da09352c94bd2fa7220b72b64d6c2f7a2dc2e02f24fefc,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / settings-delete-unused-style
pm-icon-576,assets/icons/pm-icon-576.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,ee703fe93f9390e8b9e107d42baf409235bdcee614dad4662bd50b5fc12d9b1b,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-explorer-collapsed
pm-icon-577,assets/icons/pm-icon-577.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,cd72702d0f66a353a7891e7406c5fdcd0149d4f911b1342bef4a77de9e4498ce,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-two-manuscript
pm-icon-578,assets/icons/pm-icon-578.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,8e6878933b835036bb12e3ce0d1201bc25056c1db3cf56be74fef4af014ff7e2,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / recently-deleted-fallback-location
pm-icon-579,assets/icons/pm-icon-579.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,ffbbb07b85a8b841f108ea25402f54a3dd6f9775ff8c5e92a525c9d3371f93f8,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-local-replace
pm-icon-580,assets/icons/pm-icon-580.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,0b184654c16dce331e63e7f553660335ef0d3ad9bc9177de39cc1df70e8b4a0b,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / export-failure
pm-icon-581,assets/icons/pm-icon-581.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,c767ecd1ebdc649b3d530419954c97c2851c36e643524726160dcd81b65c59ef,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Editor
pm-icon-582,assets/icons/pm-icon-582.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,589674e30f247299bbbab6cecbd8c4a18f7143733d78d74a7592c2d3e8ea261c,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-local-replace
pm-icon-583,assets/icons/pm-icon-583.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,67adfef3d2e42ee9bebc23d3fdb8a1e4070f74677b42b30aa31769d4306b577e,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / history-session-date-grouped
pm-icon-584,assets/icons/pm-icon-584.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,263a52b4b69388d802d2e39db2ce24163ced3e99babb8514e9d29c958937734b,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-single-default
pm-icon-585,assets/icons/pm-icon-585.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,0620defdaaa4cae243c1cb23c2c230dc785749b73cda1816581341579e3104fa,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / export-entire-manuscript
pm-icon-586,assets/icons/pm-icon-586.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,16ac0a754ddd8e573178c07f17700af49ba7da54c553680b85d5ce5171b777f6,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-manuscript-research-left-focus
pm-icon-587,assets/icons/pm-icon-587.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,0b19ffb045e0f45d6517e6dae4b95f5a00ee6f2f4e7c66c1c400f46d15eacdd9,both,icon glyph asset (token-colored in app),canonical source: PM / Prototype Terminal / save-failure-retry / editor-saved
pm-icon-588,assets/icons/pm-icon-588.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,0fcf022035474895c27ae81f884bc60f26d2c4b2b03a2fdc85ca9708878f8daa,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-semantic-content-and-breaks
pm-icon-589,assets/icons/pm-icon-589.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,4ffa2d85159879e1400954c76d5552e0dde52cf2934e40821b92994c4c7b4fdb,both,icon glyph asset (token-colored in app),canonical source: PM / Prototype Terminal / cards-and-organize / editor-return
pm-icon-590,assets/icons/pm-icon-590.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,be5ba37f702e428cc137728cb96372afe132a0c38a35127168b02a4fb0cbcf4f,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / history-restore-checkpoint
pm-icon-591,assets/icons/pm-icon-591.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,3667b0abfad55011c256d52e457d57d3d6b3a3c68ca90b61aa8e353132e9389d,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-long-comments
