requirement_id,requirement_summary,penpot_screen_ids,penpot_component_ids,implementation_modules,implementation_run_id,candidate_commit,developer_tests,independent_tests,test_charter_run_id,independent_test_run_id,test_charter_commit,independent_test_exemption,native_manual_tests,test_tier,status,current_notes
SEARCH-009,Global search supports case-sensitive and whole-word modes. Regex is deferred.,e96ec683-a782-802c-8008-65f9c16a2709|e96ec683-a782-802c-8008-65f9a2cffacf|e96ec683-a782-802c-8008-65f9972c44e6|e96ec683-a782-802c-8008-65f9bbc1b569|e96ec683-a782-802c-8008-65f9c73f12a6|e96ec683-a782-802c-8008-65f99d3542bd,e96ec683-a782-802c-8008-65f6f12da672,,,,,,,,,,,A,not_started,
SEARCH-010,"Results stream, are virtualized, grouped by document, identify the match, and navigate the focused editor view.",e96ec683-a782-802c-8008-65f9c16a2709|e96ec683-a782-802c-8008-65fb4efce34b|e96ec683-a782-802c-8008-65f9a2cffacf|e96ec683-a782-802c-8008-65f9972c44e6|e96ec683-a782-802c-8008-65f9bbc1b569|e96ec683-a782-802c-8008-65f9c73f12a6|e96ec683-a782-802c-8008-65f99d3542bd,e96ec683-a782-802c-8008-65f6f12da672|e96ec683-a782-802c-8008-65f6f48f6b39|e96ec683-a782-802c-8008-65f6f3773e63,,,,,,,,,,,A,not_started,
SEARCH-011,Global replacement modifies editable document bodies only.,e96ec683-a782-802c-8008-65f9c16a2709|e96ec683-a782-802c-8008-65f9a2cffacf|e96ec683-a782-802c-8008-65f9972c44e6|e96ec683-a782-802c-8008-65f9bbc1b569|e96ec683-a782-802c-8008-65f9c73f12a6|e96ec683-a782-802c-8008-65f99d3542bd,e96ec683-a782-802c-8008-65f6f5a72f9f,,,,,,,,,,,A,not_started,
SEARCH-012,"Global replacement requires a central hierarchy-shaped preview with selection controls for groups, documents, and matches, including indeterminate parent states.",e96ec683-a782-802c-8008-65f9c16a2709|e96ec683-a782-802c-8008-65fb4efce34b|e96ec683-a782-802c-8008-65f9a2cffacf|e96ec683-a782-802c-8008-65f9972c44e6|e96ec683-a782-802c-8008-65f9bbc1b569|e96ec683-a782-802c-8008-65f9c73f12a6|e96ec683-a782-802c-8008-65f99d3542bd,e96ec683-a782-802c-8008-65f6f5a72f9f|e96ec683-a782-802c-8008-65f6f6bd4043|e96ec683-a782-802c-8008-65f6f7d76096,,,,,,,,,,,A,not_started,
SEARCH-013,"Applying global replacement is one composite project operation, one logical project undo, and one history checkpoint.",e96ec683-a782-802c-8008-65f9c16a2709|e96ec683-a782-802c-8008-65f9a2cffacf|e96ec683-a782-802c-8008-65f9972c44e6|e96ec683-a782-802c-8008-65f9bbc1b569|e96ec683-a782-802c-8008-65f9c73f12a6|e96ec683-a782-802c-8008-65f99d3542bd,e96ec683-a782-802c-8008-65f6f5a72f9f,,,,,,,,,,,A,not_started,
SEARCH-014,Results are revalidated against current document revisions before navigation or replacement.,e96ec683-a782-802c-8008-65f9c16a2709|e96ec683-a782-802c-8008-65f9a2cffacf|e96ec683-a782-802c-8008-65f9972c44e6|e96ec683-a782-802c-8008-65f9bbc1b569|e96ec683-a782-802c-8008-65f9c73f12a6|e96ec683-a782-802c-8008-65f99d3542bd,e96ec683-a782-802c-8008-65f6f5a72f9f|e96ec683-a782-802c-8008-65f6f48f6b39|e96ec683-a782-802c-8008-65f6f3773e63,,,,,,,,,,,A,not_started,
UNDO-001,"Document undo covers prose, formatting, content-title changes, and comment changes.",,,,,,,,,,,,,A,not_started,
UNDO-002,Document undo is shared across both views of the same document.,,,,,,,,,,,,,A,not_started,
UNDO-003,"Project undo covers tree creation/deletion/move/order, display-title changes, Synopsis/metadata, metadata definitions, style definitions, project-dictionary changes, and global replacement.",,,,,,,,,,,,,A,not_started,
UNDO-004,Keyboard focus selects the undo domain. Editor/comment focus uses document undo; tree/Cards/settings/Inspector values use project undo; focused text inputs use text-input undo.,,,,,,,,,,,,,A,not_started,
UNDO-005,Interactive document/project undo may reset when the project closes. Durable older states remain available through History.,,,,,,,,,,,,,A,not_started,
UNDO-006,"A whole-project History restore, completed format migration, or accepted recovery replay resets interactive document and project undo/redo before further editing.",,,,,,,,,,,,,A,not_started,
UNDO-007,Undo and redo create new authored states and are saved/checkpointed normally; they never rewrite existing History.,,,,,,,,,,,,,A,not_started,
SAVE-001,Autosave never blocks the UI thread.,e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,,,,,,,,,,,,A,not_started,
SAVE-002,Request autosave 1.5 seconds after editing becomes idle and at least every 30 seconds during continuous editing.,e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,,,,,,,,,,,,A,not_started,
SAVE-003,Structural changes request immediate asynchronous save/checkpoint.,e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,,,,,,,,,,,,A,not_started,
SAVE-004,"Closing a tab, switching projects, or closing a window requests a high-priority save.",e96ec683-a782-802c-8008-65fb28e7bd3d|e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,,,,,,,,,,,,A,not_started,
SAVE-005,`Save` queues a high-priority save through the current revision but remains nonblocking.,e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,,,,,,,,,,,,A,not_started,
SAVE-006,"Status distinguishes dirty, saving, saved-through-revision, and error states.",e96ec683-a782-802c-8008-65f7fdf858b9|e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,e96ec683-a782-802c-8008-65f5e7195d18,,,,,,,,,,,A,not_started,
SAVE-007,A save captures a consistent revision; later edits remain dirty for another save.,e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,,,,,,,,,,,,A,not_started,
SAVE-008,Only dirty canonical resources are serialized and written.,e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,,,,,,,,,,,,A,not_started,
SAVE-009,Canonical writes use crash-safe temporary-write/flush/atomic-replace behavior appropriate to each platform.,e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,,,,,,,,,,,,A,not_started,
SAVE-010,A completed history checkpoint corresponds to successfully written canonical state.,e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,,,,,,,,,,,,A,not_started,
SAVE-011,A high-frequency recovery journal protects changes after the latest completed autosave.,e96ec683-a782-802c-8008-65fb5463b665|e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d|e96ec683-a782-802c-8008-65fb6192c697,e96ec683-a782-802c-8008-65f70ac67a6f,,,,,,,,,,,A,not_started,
SAVE-012,"Recovery data is implementation-specific, versioned, and never the sole copy of completed authored state.",e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d|e96ec683-a782-802c-8008-65fb6192c697|e96ec683-a782-802c-8008-65fb56ee8f75,e96ec683-a782-802c-8008-65f70ac67a6f,,,,,,,,,,,A,not_started,
SAVE-013,"On save failure, editing remains available, the error persists visibly, recovery remains intact, and the application does not claim Saved.",e96ec683-a782-802c-8008-65fb28e7bd3d|e96ec683-a782-802c-8008-65fb5463b665|e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d|e96ec683-a782-802c-8008-65fb51954307|e96ec683-a782-802c-8008-65fb6192c697,e96ec683-a782-802c-8008-65f709a7779e|e96ec683-a782-802c-8008-65f70ac67a6f,,,,,,,,,,,A,not_started,
SAVE-014,A normal close waits asynchronously for final save. Failure keeps the project open with Retry and Cancel Close.,e96ec683-a782-802c-8008-65fb28e7bd3d|e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,e96ec683-a782-802c-8008-65f70ac67a6f,,,,,,,,,,,A,not_started,
HIST-001,Every completed autosave checkpoint is retained indefinitely; v1 performs no automatic pruning.,e96ec683-a782-802c-8008-65fa5be73781|e96ec683-a782-802c-8008-65fa75e1d788|e96ec683-a782-802c-8008-65fa56f4c808,,,,,,,,,,,,A,not_started,
HIST-002,Git is hidden from ordinary UI.,e96ec683-a782-802c-8008-65fa5be73781|e96ec683-a782-802c-8008-65fa75e1d788|e96ec683-a782-802c-8008-65fa56f4c808,,,,,,,,,,,,A,not_started,
HIST-003,The project root uses one app-managed linear `main` history.,e96ec683-a782-802c-8008-65fa5be73781|e96ec683-a782-802c-8008-65fa75e1d788|e96ec683-a782-802c-8008-65fa56f4c808,,,,,,,,,,,,A,not_started,
HIST-004,"Checkpoints include project manifest, documents, styles, metadata, Synopsis, project dictionary, annotations, and deletion tombstones, but exclude caches, indexes, recovery files, appearance, global dictionary, and workspace layout.",e96ec683-a782-802c-8008-65fa5be73781|e96ec683-a782-802c-8008-65fa75e1d788|e96ec683-a782-802c-8008-65fa56f4c808,,,,,,,,,,,,A,not_started,
HIST-005,"History distinguishes autosave, explicit save, structural, named snapshot, and restoration events.",e96ec683-a782-802c-8008-65fa5be73781|e96ec683-a782-802c-8008-65fa75e1d788|e96ec683-a782-802c-8008-65fa56f4c808,e96ec683-a782-802c-8008-65f6fa0243cf|e96ec683-a782-802c-8008-65f6f8ec20ee,,,,,,,,,,,A,not_started,
HIST-006,"Users may create named snapshots after pending changes are flushed, including a marker when no content changed.",e96ec683-a782-802c-8008-65fa5be73781|e96ec683-a782-802c-8008-65fa75e1d788|e96ec683-a782-802c-8008-65fa56f4c808,e96ec683-a782-802c-8008-65f6f8ec20ee|e96ec683-a782-802c-8008-65f6fb1b86ee,,,,,,,,,,,A,not_started,
HIST-007,"History supports chronological virtualized browsing, active-document filtering, side-by-side checkpoint-versus-current comparison, and restoration of the entire project. Partial checkpoint restoration is deferred.",e96ec683-a782-802c-8008-65fa5be73781|e96ec683-a782-802c-8008-65fa75e1d788|e96ec683-a782-802c-8008-65fa56f4c808|e96ec683-a782-802c-8008-65fb4bdc4cf4|e96ec683-a782-802c-8008-65fa7a7978c7|e96ec683-a782-802c-8008-65fa7f1e374c,e96ec683-a782-802c-8008-65f6fd4e533d|e96ec683-a782-802c-8008-65f6fa0243cf|e96ec683-a782-802c-8008-65f6fc338bd1|e96ec683-a782-802c-8008-65f6f8ec20ee|e96ec683-a782-802c-8008-65f6fe661b3c|e96ec683-a782-802c-8008-6607f362d598,,,,,,,,,,,A,not_started,
HIST-008,Restoration creates a new checkpoint and never rewinds or rewrites existing history.,e96ec683-a782-802c-8008-65fa5be73781|e96ec683-a782-802c-8008-65fa75e1d788|e96ec683-a782-802c-8008-65fa56f4c808,e96ec683-a782-802c-8008-65f6fe661b3c,,,,,,,,,,,A,not_started,
HIST-009,Current canonical files remain readable if history is missing or damaged; the user may reinitialize history from current state.,e96ec683-a782-802c-8008-65fa5be73781|e96ec683-a782-802c-8008-65fa75e1d788|e96ec683-a782-802c-8008-65fa56f4c808|e96ec683-a782-802c-8008-65fb4bdc4cf4,e96ec683-a782-802c-8008-65f709a7779e,,,,,,,,,,,A,not_started,
HIST-010,History maintenance runs on background workers and does not compete perceptibly with active editing.,e96ec683-a782-802c-8008-65fa5be73781|e96ec683-a782-802c-8008-65fa75e1d788|e96ec683-a782-802c-8008-65fa56f4c808,,,,,,,,,,,,A,not_started,
HIST-011,Remote push/backup is deferred.,,,,,,,,,,,,,A,not_started,
DEL-001,v1 has no Trash node in the live hierarchy.,e96ec683-a782-802c-8008-65fa7a7978c7|e96ec683-a782-802c-8008-65fa7f1e374c,,,,,,,,,,,,A,not_started,
DEL-002,Delete removes content from current project state but preserves it in History.,e96ec683-a782-802c-8008-65fa7a7978c7|e96ec683-a782-802c-8008-65fa7f1e374c,,,,,,,,,,,,A,not_started,
DEL-003,"A deletion tombstone records stable node ID, title, type, section, former parent/order, deletion time, and restoring checkpoint.",e96ec683-a782-802c-8008-65fa7a7978c7|e96ec683-a782-802c-8008-65fa7f1e374c,e96ec683-a782-802c-8008-65f700c45012|e96ec683-a782-802c-8008-65f6ffa154ca,,,,,,,,,,,A,not_started,
DEL-004,"Recently Deleted lists deleted documents/groups, shows one formatted read-only preview, presents restore location, and can restore complete subtrees.",e96ec683-a782-802c-8008-65fa7a7978c7|e96ec683-a782-802c-8008-65fa7f1e374c,e96ec683-a782-802c-8008-65f700c45012|e96ec683-a782-802c-8008-65f6ffa154ca|e96ec683-a782-802c-8008-6607f362d598,,,,,,,,,,,A,not_started,
DEL-005,Restore returns to the old location where possible or the relevant section root when the former parent is gone.,e96ec683-a782-802c-8008-65fa7a7978c7|e96ec683-a782-802c-8008-65fa7f1e374c,e96ec683-a782-802c-8008-65f700c45012|e96ec683-a782-802c-8008-65f6ffa154ca,,,,,,,,,,,A,not_started,
DEL-006,Session project undo immediately reverses deletion while its entry remains available.,e96ec683-a782-802c-8008-65fa7a7978c7|e96ec683-a782-802c-8008-65fa7f1e374c,,,,,,,,,,,,A,not_started,
DEL-007,"v1 provides no purge, Empty Trash, or permanent history-erasure command.",e96ec683-a782-802c-8008-65fa7a7978c7|e96ec683-a782-802c-8008-65fa7f1e374c,,,,,,,,,,,,A,not_started,
RES-001,v1 Research contains only groups and app-created managed rich-text notes.,,,,,,,,,,,,,A,not_started,
RES-002,Managed Research notes use the same editor and canonical format as Manuscript documents.,,,,,,,,,,,,,A,not_started,
RES-003,Research is excluded from normal manuscript export.,,,,,,,,,,,,,A,not_started,
RES-004,"Import, attachments, linked resources, PDFs, images, arbitrary files, and external previews are deferred.",,,,,,,,,,,,,A,not_started,
WORD-001,Show selection count when text is selected and active-document count otherwise.,e96ec683-a782-802c-8008-65f7fdf858b9,e96ec683-a782-802c-8008-65f5e7195d18,,,,,,,,,,,A,not_started,
WORD-002,Provide a Manuscript total in the normal workspace without requiring every document body to be loaded.,,,,,,,,,,,,,A,not_started,
WORD-003,"Count exportable titles, headings, and prose; exclude comments, Synopsis, metadata, scene breaks, and page breaks.",,,,,,,,,,,,,A,not_started,
WORD-004,Common contractions and ordinary hyphenated compounds count as one; numbers count as words.,,,,,,,,,,,,,A,not_started,
WORD-005,Open-document counts update incrementally. The Manuscript total may use disposable derived records rebuilt from canonical documents.,,,,,,,,,,,,,A,not_started,
SPELL-001,"Spellcheck is required in v1 on Windows, macOS, and Linux and must provide correct, performant behavior in every supported platform webview.",e96ec683-a782-802c-8008-6609938011df|e96ec683-a782-802c-8008-65fac637bfea,e96ec683-a782-802c-8008-66077f2960a3|469ffc7d-964a-806d-8008-6c952fec7805|e96ec683-a782-802c-8008-66077bd31eb2|e96ec683-a782-802c-8008-66077d6e0583,,,,,,,,,,,A,not_started,
SPELL-002,"Spellcheck uses the project-default language and supports a global dictionary, project dictionary, token-level suggestions, and viewport/recent-change-bounded checking.",e96ec683-a782-802c-8008-6609938011df|e96ec683-a782-802c-8008-65fac637bfea,e96ec683-a782-802c-8008-66077f2960a3|469ffc7d-964a-806d-8008-6c952fec7805|e96ec683-a782-802c-8008-66077bd31eb2|e96ec683-a782-802c-8008-66077d6e0583,,,,,,,,,,,A,not_started,
SPELL-003,The exact v1 supported-language inventory must be frozen before broad spellcheck UI implementation and must be identical across supported platforms for a given release.,e96ec683-a782-802c-8008-6609938011df|e96ec683-a782-802c-8008-65fac637bfea,e96ec683-a782-802c-8008-66077f2960a3|469ffc7d-964a-806d-8008-6c952fec7805|e96ec683-a782-802c-8008-66077bd31eb2|e96ec683-a782-802c-8008-66077d6e0583,,,,,,,,,,,A,not_started,
SPELL-004,Spellcheck failure must not block typing or saving. Errors remain visible and recoverable; release is blocked until cross-platform correctness and latency gates pass or this specification is updated by the product owner.,,,,,,,,,,,,,A,not_started,
SPELL-005,"A misspelled word is decorated in place, and its spelling context menu is anchored to that word with ranked spelling suggestions and applicable project/global dictionary actions.",,,,,,,,,,,,,A,not_started,
SPELL-006,Native webview spellcheck may be disabled when the selected ParchMint spellcheck implementation would otherwise produce duplicate or inconsistent decorations or menus.,,,,,,,,,,,,,A,not_started,
EXP-001,v1 exports one self-contained HTML5 manuscript.,e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,e96ec683-a782-802c-8008-65f7076a5ebf,,,,,,,,,,,A,not_started,
EXP-002,v1 always exports the entire Manuscript. Partial scope is deferred.,e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,e96ec683-a782-802c-8008-65f7076a5ebf,,,,,,,,,,,A,not_started,
EXP-003,"Project defaults, group overrides, and document overrides use Inherit/Enabled/Disabled for title emission and page-break behavior. Per-node inclusion overrides are deferred.",e96ec683-a782-802c-8008-65fb28e7bd3d|e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,e96ec683-a782-802c-8008-65f59d52590f|e96ec683-a782-802c-8008-65f7076a5ebf,,,,,,,,,,,A,not_started,
EXP-004,Numbering is an export-run option rather than arbitrary persistent per-node numbering.,e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,e96ec683-a782-802c-8008-65f7076a5ebf,,,,,,,,,,,A,not_started,
EXP-005,Group titles may emit headings despite groups having no body.,e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,e96ec683-a782-802c-8008-65f7076a5ebf,,,,,,,,,,,A,not_started,
EXP-006,The exporter does not duplicate existing document title content.,e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,e96ec683-a782-802c-8008-65f7076a5ebf,,,,,,,,,,,A,not_started,
EXP-007,"Research, comments, Synopsis, and metadata are excluded unless a future feature says otherwise.",e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,e96ec683-a782-802c-8008-65f7076a5ebf,,,,,,,,,,,A,not_started,
EXP-008,"The export interface identifies Entire Manuscript as fixed v1 scope and contains output path/name, title/page-break controls, numbering, and Export.",e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,e96ec683-a782-802c-8008-65f7076a5ebf|e96ec683-a782-802c-8008-6607f362d598,,,,,,,,,,,A,not_started,
EXP-009,"After export, the user may open the result or reveal it in the file manager.",e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,e96ec683-a782-802c-8008-65f7076a5ebf|e96ec683-a782-802c-8008-65f5a47e7859,,,,,,,,,,,A,not_started,
EXP-010,Generated TOC and in-app preview are deferred.,e96ec683-a782-802c-8008-65faeaa3e09e|e96ec683-a782-802c-8008-65fb074b023d|e96ec683-a782-802c-8008-65fb01630314|c5362ef2-ec03-8060-8008-68aaf1104250|e96ec683-a782-802c-8008-65faf34784d8|e96ec683-a782-802c-8008-65fb047acc6d,e96ec683-a782-802c-8008-65f7076a5ebf,,,,,,,,,,,A,not_started,
DATA-001,"Current authored data uses restricted deterministic HTML5, TOML, CSS, JSON, and UTF-8 text sidecars.",e96ec683-a782-802c-8008-65fb5463b665|e96ec683-a782-802c-8008-65fb51954307,,,,,,,,,,,,A,not_started,
DATA-002,"Groups map to directories and documents to HTML files, while the manifest is authoritative for identity, ordering, titles, metadata, and semantics.",,,,,,,,,,,,,A,not_started,
DATA-003,Internal filenames are implementation details and never normal UI labels.,,,,,,,,,,,,,A,not_started,
DATA-004,Renaming a displayed title does not rename the backing file.,,,,,,,,,,,,,A,not_started,
DATA-005,"Serialization uses UTF-8, LF, deterministic attribute ordering, stable whitespace/escaping, stable block IDs, and no rewriting of unchanged documents.",e96ec683-a782-802c-8008-65fb51954307,,,,,,,,,,,,A,not_started,
DATA-006,Deleting caches and indexes does not break current project functionality.,,,,,,,,,,,,,A,not_started,
DATA-007,Deleting history removes old versions but does not damage current authored content.,,,,,,,,,,,,,A,not_started,
DATA-008,"Canonical paths are relative, normalized, traversal-safe, case-conflict checked, and portable across Windows/macOS/Linux.",,,,,,,,,,,,,A,not_started,
DATA-009,ProseMirror JSON is transient editor state and never canonical project format.,,,,,,,,,,,,,A,not_started,
DATA-010,SQLite is derived state only and never the sole project store.,,,,,,,,,,,,,A,not_started,
DATA-011,"The project dictionary is stored in a deterministic, inspectable canonical text representation. The global dictionary is stored in application preferences outside the project.",,,,,,,,,,,,,A,not_started,
PERF-001,Projects up to 10–20 million words.,,,,,,,,,,,,,A,not_started,
PERF-002,Approximately 300–500 Manuscript documents and 25–50 Research documents.,,,,,,,,,,,,,A,not_started,
PERF-003,"Individual documents up to approximately 250,000 words.",e96ec683-a782-802c-8008-65f83837a5e5,,,,,,,,,,,,A,not_started,
PERF-004,All documents within the supported range receive the same features and interaction model.,e96ec683-a782-802c-8008-65f83837a5e5,,,,,,,,,,,,A,not_started,
PERF-005,Key-to-paint target: p95 ≤16 ms and p99 ≤33 ms under normal load.,,,,,,,,,,,,,A,not_started,
PERF-006,No save/history/search/spellcheck/export operation blocks the UI thread for more than 2 ms in one event-loop turn.,,,,,,,,,,,,,A,not_started,
PERF-007,Warm first editable viewport target is ≤250 ms for ordinary documents.,c6b492ab-8095-8078-8008-6702042ef83c,,,,,,,,,,,,A,not_started,
PERF-008,"At 250,000 words, the release gate is ≤1 second to first editable viewport on agreed reference hardware, with no feature reduction.",c6b492ab-8095-8078-8008-6702042ef83c,,,,,,,,,,,,A,not_started,
PERF-009,Warm indexed global search begins returning results within 200 ms.,,,,,,,,,,,,,A,not_started,
PERF-010,Tree/Card movement visibly updates within 100 ms.,,,,,,,,,,,,,A,not_started,
PERF-011,Project open does not load every document body.,,,,,,,,,,,,,A,not_started,
PERF-012,"Search rebuild, history maintenance, export, save, word-count rebuild, and spellcheck run in bounded background work and can be paused/cancelled where appropriate.",c6b492ab-8095-8078-8008-6702042ef83c|e96ec683-a782-802c-8008-65fb4efce34b,e96ec683-a782-802c-8008-65f70887ed14,,,,,,,,,,,A,not_started,
PERF-013,Memory stabilizes under repeated open/edit/undo/search/close cycles; closing a document/view reclaims material editor resources.,,,,,,,,,,,,,A,not_started,
PERF-014,"Transparent optimizations may be used only when selection, accessibility, search, comments, clipboard, and undo semantics remain unchanged.",,,,,,,,,,,,,A,not_started,
PERF-015,Editor projection/recovery work must use bounded coalescing and must not accumulate an unbounded backlog during continuous typing.,,,,,,,,,,,,,A,not_started,
A11Y-001,All primary workflows are keyboard accessible.,,e96ec683-a782-802c-8008-65f59d52590f|e96ec683-a782-802c-8008-65f59c69c917|e96ec683-a782-802c-8008-65f59a903029|e96ec683-a782-802c-8008-65f5a0f731ac,,,,,,,,,,,A,not_started,
A11Y-002,Focus is visible and programmatically exposed.,,e96ec683-a782-802c-8008-65f5a74ac4f2,,,,,,,,,,,A,not_started,
A11Y-003,"Screen readers expose windows, mode controls, panes, tabs, tree hierarchy, Cards, headings, paragraphs, lists, comments, toolbar state, save/error state, spellcheck state, appearance choices, and dialogs.",e96ec683-a782-802c-8008-65fb28e7bd3d|e96ec683-a782-802c-8008-65f78b1ad42a,e96ec683-a782-802c-8008-65f5a00e8a95|e96ec683-a782-802c-8008-660773416c6c|e96ec683-a782-802c-8008-65f5a65dd2a8|e96ec683-a782-802c-8008-65f70887ed14|e96ec683-a782-802c-8008-65f5e620057d|e96ec683-a782-802c-8008-65f5a47e7859,,,,,,,,,,,A,not_started,
A11Y-004,Color is not the only status/selection/error indicator.,,e96ec683-a782-802c-8008-66077bd31eb2,,,,,,,,,,,A,not_started,
